orig.ident,nCount_RNA,nFeature_RNA,novelty_score,RNA_snn_res.0.8,seurat_clusters
stim_treatment,2888,1078,0.8763281582092434,13,13
stim_treatment,1544,602,0.8717165096136337,1,1
stim_treatment,1577,610,0.8710057633181043,5,5
stim_treatment,1703,574,0.8538312037355886,1,1
stim_treatment,1020,443,0.8796129678717873,8,8
stim_treatment,190,121,0.9140020094518173,2,2
stim_treatment,3693,901,0.828262019864848,2,2
stim_treatment,4807,1271,0.8430884510411699,10,10
stim_treatment,1210,516,0.8799346616040142,1,1
stim_treatment,1925,706,0.8673663510989001,1,1
stim_treatment,2838,729,0.8290522025576137,2,2
stim_treatment,1563,571,0.8630781194176278,2,2
stim_treatment,1926,629,0.8520375967829878,1,1
stim_treatment,2273,781,0.8617802300418176,1,1
stim_treatment,1305,550,0.8795588149500749,8,8
stim_treatment,2479,793,0.85416528808229375,2,2
stim_treatment,930,457,0.8960523763040648,6,6
stim_treatment,452,232,0.8909094734485817,1,1
stim_treatment,1123,575,0.9046964854211714,1,1
stim_treatment,1569,602,0.8698136608500682,1,1
stim_treatment,1422,468,0.846917502900607,2,2
stim_treatment,1042,407,0.8647146436628746,11,11
stim_treatment,628,333,0.9015298841612761,6,6
stim_treatment,1015,469,0.8884759731783616,2,2
stim_treatment,979,440,0.8838665155215454,5,5
stim_treatment,1719,600,0.8587061370570017,1,1
stim_treatment,710,385,0.9067788370247178,1,1
stim_treatment,1632,610,0.8669693285238782,8,8
stim_treatment,357,253,0.9414151459275261,6,6
stim_treatment,1266,539,0.8804664416146951,5,5
stim_treatment,1018,411,0.8690362406695878,2,2
stim_treatment,783,431,0.9103988119212627,6,6
stim_treatment,1442,583,0.8754982492030758,6,6
stim_treatment,1709,527,0.8419510627216015,2,2
stim_treatment,974,412,0.8749692590184835,1,1
stim_treatment,4578,976,0.816638782158722,2,2
stim_treatment,1151,487,0.8779689086604345,1,1
stim_treatment,1241,623,0.9032625041609964,6,6
stim_treatment,1084,564,0.9065082568122299,5,5
stim_treatment,1729,583,0.8541827263629455,1,1
stim_treatment,4126,1224,0.8540330410338408,2,2
stim_treatment,829,408,0.894504500691189,5,5
stim_treatment,1423,634,0.8886480094607344,1,1
stim_treatment,1379,499,0.8593869457272855,1,1
stim_treatment,505,278,0.9040996526312283,6,6
stim_treatment,1225,565,0.8911681249699931,5,5
stim_treatment,1587,628,0.8742047786284965,1,1
stim_treatment,1909,664,0.86020573632339,1,1
stim_treatment,2823,807,0.8423984614680621,2,2
stim_treatment,1521,662,0.8864687131440662,8,8
stim_treatment,1894,792,0.8844641768715862,17,17
stim_treatment,550,210,0.8474131193059352,2,2
stim_treatment,3297,986,0.8509879739490768,1,1
stim_treatment,954,482,0.9004878259462085,5,5
stim_treatment,991,413,0.8731260821108955,2,2
stim_treatment,653,310,0.8850580935877241,1,1
stim_treatment,1077,498,0.8895242313487405,1,1
stim_treatment,602,283,0.882065595936483,0,0
stim_treatment,675,454,0.9391200331233545,6,6
stim_treatment,1485,760,0.9082793344182116,8,8
stim_treatment,1796,824,0.8960211221444032,8,8
stim_treatment,1449,608,0.8806843888819504,11,11
stim_treatment,1083,511,0.8925049438001484,1,1
stim_treatment,861,470,0.91042418697652,5,5
stim_treatment,1259,517,0.8753122649080494,5,5
stim_treatment,383,208,0.8973615806581822,10,10
stim_treatment,2188,1038,0.9030403065140692,6,6
stim_treatment,3429,734,0.8106252594770327,2,2
stim_treatment,892,452,0.8999356235121744,5,5
stim_treatment,3489,861,0.8284648286052988,2,2
stim_treatment,1139,625,0.9147254429331955,11,11
stim_treatment,1306,573,0.8851748781493702,1,1
stim_treatment,2921,867,0.8477831031618086,10,10
stim_treatment,1952,563,0.835898881284198,2,2
stim_treatment,277,104,0.825813734404593,0,0
stim_treatment,256,152,0.9059909391804483,0,0
stim_treatment,1727,584,0.8545452676637526,1,1
stim_treatment,2233,795,0.8660685285465068,1,1
stim_treatment,1735,527,0.8402466745514288,2,2
stim_treatment,974,350,0.8512691504695674,2,2
stim_treatment,1283,589,0.8912204935588062,6,6
stim_treatment,386,284,0.9484769122681402,5,5
stim_treatment,1135,580,0.9045603067297565,1,1
stim_treatment,2571,692,0.8328507565535264,2,2
stim_treatment,1312,590,0.888682107523592,11,11
stim_treatment,2048,822,0.8802722348801529,8,8
stim_treatment,1881,723,0.8731822870820537,1,1
stim_treatment,2724,914,0.8619411018743229,1,1
stim_treatment,1497,547,0.862297974282495,1,1
stim_treatment,1710,694,0.8788626318855068,1,1
stim_treatment,585,278,0.883233512746944,0,0
stim_treatment,1197,557,0.8920634200910277,5,5
stim_treatment,327,214,0.9267725263454277,1,1
stim_treatment,939,522,0.9142200555867228,6,6
stim_treatment,1331,529,0.8717351007772169,5,5
stim_treatment,646,325,0.8938347075888716,1,1
stim_treatment,1375,482,0.8549357077016697,1,1
stim_treatment,754,380,0.896576522985076,3,3
stim_treatment,1421,622,0.8861877919048398,8,8
stim_treatment,5974,1411,0.8340322598418553,2,2
stim_treatment,2427,614,0.8236664397986,2,2
stim_treatment,1192,483,0.8724662247210453,1,1
stim_treatment,1798,626,0.8592181375156052,1,1
stim_treatment,4813,1103,0.8262444076737934,2,2
stim_treatment,2112,741,0.8631826815738087,5,5
stim_treatment,571,246,0.867337948578502,2,2
stim_treatment,424,247,0.9106828222098485,6,6
stim_treatment,3801,1009,0.8390996826314339,2,2
stim_treatment,4006,859,0.8143848364903465,10,10
stim_treatment,1237,435,0.8532256855546998,1,1
stim_treatment,1059,376,0.8513310470473687,2,2
stim_treatment,1424,658,0.8936790760693872,5,5
stim_treatment,350,218,0.9191800112413339,8,8
stim_treatment,2759,760,0.8372628550556517,2,2
stim_treatment,1532,578,0.8670968489316319,1,1
stim_treatment,4646,1453,0.8623390543585789,13,13
stim_treatment,2839,780,0.8375198619070559,2,2
stim_treatment,529,265,0.8897687958790838,1,1
stim_treatment,2727,632,0.8151844438109181,2,2
stim_treatment,3296,1259,0.8811930092986651,17,17
stim_treatment,6574,1352,0.8200933351779007,17,17
stim_treatment,1242,486,0.8683033895222309,1,1
stim_treatment,1145,413,0.8552194845508894,1,1
stim_treatment,1004,482,0.8938324631494623,4,4
stim_treatment,3638,1151,0.8596443014110868,10,10
stim_treatment,982,481,0.8964054605992047,5,5
stim_treatment,1682,500,0.836675633304352,2,2
stim_treatment,2100,797,0.8733494281955562,5,5
stim_treatment,926,440,0.8910681880278514,5,5
stim_treatment,475,257,0.9003395512529513,8,8
stim_treatment,901,465,0.9027754331076229,8,8
stim_treatment,2583,910,0.8672138058528897,10,10
stim_treatment,2858,880,0.8519761743047138,2,2
stim_treatment,3345,974,0.8479634108479936,2,2
stim_treatment,2959,781,0.8333420421533556,2,2
stim_treatment,1145,561,0.8987046980367294,5,5
stim_treatment,2897,711,0.8237758605250168,2,2
stim_treatment,643,363,0.9115791689861722,8,8
stim_treatment,661,254,0.8527169959902586,2,2
stim_treatment,1562,665,0.8838771371318053,1,1
stim_treatment,1510,513,0.8525124308999545,1,1
stim_treatment,436,232,0.8961924959678,10,10
stim_treatment,744,389,0.901927152629806,5,5
stim_treatment,594,297,0.8914732616821832,1,1
stim_treatment,492,252,0.8920622850247526,6,6
stim_treatment,803,417,0.9020284479258294,5,5
stim_treatment,3256,925,0.8444088332937889,2,2
stim_treatment,756,348,0.8829459787029483,8,8
stim_treatment,1037,459,0.8826286344441251,8,8
stim_treatment,1204,391,0.8414446763995712,2,2
stim_treatment,1183,588,0.9012011305677498,6,6
stim_treatment,931,571,0.9284886591054257,6,6
stim_treatment,1371,543,0.8717778697265651,1,1
stim_treatment,4799,114,0.5587668071931674,19,19
stim_treatment,3061,836,0.8383020219489132,2,2
stim_treatment,220,124,0.893699374712095,2,2
stim_treatment,4151,1007,0.8299896913830616,2,2
stim_treatment,2147,809,0.8727776438996047,18,18
stim_treatment,2090,898,0.8895018719571327,5,5
stim_treatment,1661,779,0.8978899280799272,5,5
stim_treatment,1299,536,0.876527739119803,6,6
stim_treatment,840,403,0.8909221012366662,1,1
stim_treatment,1759,745,0.8850295830397844,13,13
stim_treatment,973,470,0.8942426209365459,5,5
stim_treatment,851,426,0.8974309945617965,5,5
stim_treatment,629,338,0.9036200014436959,5,5
stim_treatment,4366,1039,0.8287214718600011,10,10
stim_treatment,3607,1109,0.8560040617742604,10,10
stim_treatment,1394,596,0.8826381442730882,0,0
stim_treatment,1150,535,0.891415593545168,1,1
stim_treatment,1229,536,0.8833529563980045,1,1
stim_treatment,2795,812,0.8442349651807477,2,2
stim_treatment,202,114,0.8922305200834577,16,16
stim_treatment,3270,1063,0.8611444423346948,2,2
stim_treatment,3235,873,0.8379258072776288,10,10
stim_treatment,964,424,0.880461806696873,1,1
stim_treatment,1861,750,0.8792918273470985,8,8
stim_treatment,299,163,0.893570848518538,0,0
stim_treatment,1586,389,0.8092825751942548,2,2
stim_treatment,7189,909,0.7671294268081482,10,10
stim_treatment,1224,411,0.8465112869713156,2,2
stim_treatment,2955,847,0.8436348980824926,2,2
stim_treatment,3023,776,0.8303154945021767,2,2
stim_treatment,1167,470,0.8712214302675341,1,1
stim_treatment,904,450,0.89751736958665,5,5
stim_treatment,1043,413,0.8667010077059734,1,1
stim_treatment,1457,560,0.8687286756894234,1,1
stim_treatment,463,248,0.8982850976558788,1,1
stim_treatment,3043,1201,0.8840872969161001,8,8
stim_treatment,2525,755,0.8458923721941649,8,8
stim_treatment,1384,587,0.8814129734637488,1,1
stim_treatment,1520,595,0.871984083768453,1,1
stim_treatment,1167,535,0.8895633358595184,5,5
stim_treatment,1020,458,0.884419772018292,1,1
stim_treatment,1575,513,0.8476320159719113,1,1
stim_treatment,1980,755,0.8729873328146117,1,1
stim_treatment,1233,572,0.8920831341116876,1,1
stim_treatment,4309,919,0.8153573291611929,2,2
stim_treatment,1132,487,0.8800471882224937,1,1
stim_treatment,3652,982,0.8398836899709129,2,2
stim_treatment,931,463,0.8978195245588955,5,5
stim_treatment,1228,487,0.8699761692526332,2,2
stim_treatment,1423,654,0.8929257176560292,5,5
stim_treatment,1210,422,0.8516040319382285,1,1
stim_treatment,1115,486,0.8816520944723759,1,1
stim_treatment,2356,980,0.8870316107258338,13,13
stim_treatment,439,245,0.9041431080957788,0,0
stim_treatment,3904,932,0.8267876381451924,2,2
stim_treatment,1458,579,0.873227022863081,2,2
stim_treatment,1291,562,0.88389633872058,1,1
stim_treatment,665,332,0.8931269490224294,1,1
stim_treatment,566,325,0.912477611118662,6,6
stim_treatment,857,334,0.8604715202865553,2,2
stim_treatment,1687,590,0.8586158041252996,10,10
stim_treatment,2285,767,0.8588547477925806,2,2
stim_treatment,1403,469,0.8487842047846006,1,1
stim_treatment,1519,686,0.8914891123486088,1,1
stim_treatment,662,288,0.8718597309635335,1,1
stim_treatment,1145,572,0.9014617113785706,11,11
stim_treatment,1416,639,0.8903346688367617,5,5
stim_treatment,4654,1288,0.8478906964820607,15,15
stim_treatment,1870,733,0.875685414879868,8,8
stim_treatment,2805,796,0.8413484777173696,10,10
stim_treatment,1213,580,0.8960936216013403,0,0
stim_treatment,1104,583,0.9088717262824655,5,5
stim_treatment,1271,475,0.8622964245820068,1,1
stim_treatment,898,463,0.9025843460439574,11,11
stim_treatment,1278,567,0.886385227915829,1,1
stim_treatment,1543,598,0.870885352678749,1,1
stim_treatment,2000,737,0.8686584161990563,1,1
stim_treatment,1872,579,0.8442604985880319,1,1
stim_treatment,1311,557,0.8807585400451309,8,8
stim_treatment,3110,938,0.8509609899713699,2,2
stim_treatment,939,418,0.8817595523002876,8,8
stim_treatment,1832,607,0.8529734182513177,1,1
stim_treatment,5977,1543,0.8442685191673905,10,10
stim_treatment,924,404,0.8788501865357395,5,5
stim_treatment,1335,531,0.8718959703860595,1,1
stim_treatment,3062,545,0.7849662739980487,2,2
stim_treatment,3236,922,0.8446506354966524,10,10
stim_treatment,1570,561,0.8601530586806291,2,2
stim_treatment,3138,762,0.8242038948129056,2,2
stim_treatment,915,417,0.8847563287178256,8,8
stim_treatment,2033,670,0.854279759042027,1,1
stim_treatment,1838,529,0.8343037420987659,2,2
stim_treatment,1251,564,0.8882952977050769,8,8
stim_treatment,1045,383,0.8556142014609517,2,2
stim_treatment,1482,535,0.8604491942838343,1,1
stim_treatment,2324,783,0.8596431312909619,2,2
stim_treatment,969,396,0.8698638794253398,1,1
stim_treatment,2309,641,0.8345240105027033,1,1
stim_treatment,1905,594,0.8456936767442935,0,0
stim_treatment,2266,737,0.8546185894974189,1,1
stim_treatment,2056,770,0.8712558376602628,18,18
stim_treatment,3771,1341,0.8744489830966872,5,5
stim_treatment,1172,461,0.8679582129112781,1,1
stim_treatment,3011,1199,0.8850460413300539,8,8
stim_treatment,5094,118,0.558901825001833,19,19
stim_treatment,4944,1436,0.8546527834516959,2,2
stim_treatment,281,184,0.9249038174154459,2,2
stim_treatment,521,318,0.9210808207364346,6,6
stim_treatment,588,330,0.9094152379178705,6,6
stim_treatment,776,393,0.8977566404962378,5,5
stim_treatment,2823,793,0.8401959160584774,2,2
stim_treatment,1761,606,0.8572639924924669,1,1
stim_treatment,1331,547,0.8763864535619216,1,1
stim_treatment,345,224,0.9260896582017027,6,6
stim_treatment,948,374,0.8643054273696386,1,1
stim_treatment,1436,554,0.8689818052771183,1,1
stim_treatment,1440,605,0.880758741789344,5,5
stim_treatment,1581,552,0.8571420677950561,1,1
stim_treatment,1515,453,0.8351426398537558,1,1
stim_treatment,2365,870,0.8712704122465182,5,5
stim_treatment,597,323,0.9038997566343729,3,3
stim_treatment,1204,632,0.9091388034778897,5,5
stim_treatment,1448,504,0.8549915894045328,2,2
stim_treatment,764,370,0.8907799383006252,1,1
stim_treatment,1378,602,0.8854335220342924,1,1
stim_treatment,558,270,0.8852157178773422,0,0
stim_treatment,1033,492,0.8931239227664959,11,11
stim_treatment,983,523,0.9084220792270443,5,5
stim_treatment,795,363,0.8826146868592912,1,1
stim_treatment,1158,391,0.8460911692954186,2,2
stim_treatment,2984,1095,0.8747021849815259,6,6
stim_treatment,3178,940,0.8489426634424903,2,2
stim_treatment,859,412,0.8912417548439585,8,8
stim_treatment,1058,435,0.8723761812241714,1,1
stim_treatment,2429,657,0.8322627961278217,2,2
stim_treatment,1961,693,0.8627950088636019,8,8
stim_treatment,1891,604,0.8487332158487878,1,1
stim_treatment,1394,542,0.8695199743968157,1,1
stim_treatment,3016,841,0.840595980305645,2,2
stim_treatment,838,448,0.9069643167320786,5,5
stim_treatment,2211,872,0.879186265114735,5,5
stim_treatment,625,342,0.9063429368701285,11,11
stim_treatment,1273,508,0.871501854691793,1,1
stim_treatment,1023,441,0.8785873276120654,5,5
stim_treatment,784,365,0.8852844018976915,5,5
stim_treatment,903,426,0.8896100742792675,8,8
stim_treatment,535,324,0.9201684278446989,5,5
stim_treatment,739,348,0.8859861507858197,1,1
stim_treatment,590,329,0.9084555535169702,11,11
stim_treatment,3486,1295,0.8785946165088986,6,6
stim_treatment,1136,611,0.9118481929498933,5,5
stim_treatment,2782,777,0.8391757629518141,2,2
stim_treatment,1458,713,0.9018041073706943,5,5
stim_treatment,2739,681,0.8241661853210506,2,2
stim_treatment,1161,566,0.8981948223655398,5,5
stim_treatment,2036,722,0.8639254108635991,1,1
stim_treatment,1228,576,0.8935724274249318,6,6
stim_treatment,5956,1640,0.8516244863408081,15,15
stim_treatment,2690,729,0.8346747212646987,10,10
stim_treatment,485,277,0.9094246605913734,8,8
stim_treatment,876,340,0.8603144891916262,2,2
stim_treatment,1851,594,0.8489260561714529,1,1
stim_treatment,1229,503,0.8744206562836395,1,1
stim_treatment,3501,1015,0.8482796497169196,10,10
stim_treatment,1368,689,0.9050195478609687,5,5
stim_treatment,3093,933,0.850876326306563,11,11
stim_treatment,2101,700,0.8563314864311168,1,1
stim_treatment,744,351,0.8863808002083595,1,1
stim_treatment,1525,638,0.8811130744342411,1,1
stim_treatment,1389,575,0.8781194109090396,1,1
stim_treatment,683,352,0.8984349642135034,1,1
stim_treatment,3001,714,0.8206729699513566,2,2
stim_treatment,943,418,0.8812122971898179,11,11
stim_treatment,1343,579,0.8831877973996096,6,6
stim_treatment,959,414,0.8776524282287155,1,1
stim_treatment,908,401,0.8800097447887261,1,1
stim_treatment,1003,455,0.8856197548914798,5,5
stim_treatment,1826,647,0.8618438185781211,1,1
stim_treatment,1515,687,0.8920090141032234,1,1
stim_treatment,817,405,0.8953489715407783,5,5
stim_treatment,2215,771,0.8629990579762411,10,10
stim_treatment,2492,328,0.7407149304452767,6,6
stim_treatment,2476,838,0.8613608742716742,10,10
stim_treatment,1264,489,0.8670303525754602,2,2
stim_treatment,3119,798,0.8305638585097632,2,2
stim_treatment,526,265,0.890576468158038,1,1
stim_treatment,3314,1161,0.8706037864627539,2,2
stim_treatment,1218,475,0.8674658376467536,8,8
stim_treatment,1022,473,0.8888203308025453,8,8
stim_treatment,1542,570,0.864429711582943,1,1
stim_treatment,498,275,0.9043846050311823,8,8
stim_treatment,1701,588,0.8572054441526481,2,2
stim_treatment,1186,515,0.8821511127263143,8,8
stim_treatment,736,362,0.8925070185191875,1,1
stim_treatment,1162,516,0.8849811687376172,5,5
stim_treatment,1385,559,0.874568115380843,1,1
stim_treatment,1087,443,0.8716085815637706,1,1
stim_treatment,2018,722,0.864933551372673,5,5
stim_treatment,1662,688,0.8810659839952043,1,1
stim_treatment,1519,518,0.8531448908594599,1,1
stim_treatment,1598,530,0.8503856972865965,1,1
stim_treatment,2020,1046,0.9135281992839327,6,6
stim_treatment,2747,899,0.8589360553221833,10,10
stim_treatment,1260,448,0.8551487557425528,1,1
stim_treatment,1257,449,0.8557468306505895,2,2
stim_treatment,979,458,0.8896886708942527,8,8
stim_treatment,708,296,0.8671097799968001,1,1
stim_treatment,1576,579,0.8639968712239746,1,1
stim_treatment,596,365,0.9232668472081125,5,5
stim_treatment,1137,540,0.8941779931373611,8,8
stim_treatment,2358,774,0.8565466103161399,2,2
stim_treatment,1551,679,0.8875632492241975,8,8
stim_treatment,580,284,0.8877808091116317,1,1
stim_treatment,1006,539,0.9097417578798903,5,5
stim_treatment,1403,621,0.887524758726104,5,5
stim_treatment,3597,1030,0.84726875418461145,10,10
stim_treatment,1312,451,0.8512613423832374,2,2
stim_treatment,1023,494,0.8949628744631557,0,0
stim_treatment,1126,450,0.8694671913753257,8,8
stim_treatment,316,143,0.8622423392320623,0,0
stim_treatment,2265,706,0.8491048544589835,2,2
stim_treatment,761,331,0.8745198208280588,1,1
stim_treatment,1603,600,0.8668358426177234,1,1
stim_treatment,1412,619,0.8862975101299474,11,11
stim_treatment,1485,617,0.8797370154098122,1,1
stim_treatment,5288,1300,0.8363415534534048,10,10
stim_treatment,1377,567,0.8772351095313347,2,2
stim_treatment,1358,571,0.8798992341509533,1,1
stim_treatment,230,159,0.9321129601590776,16,16
stim_treatment,872,444,0.9003122355137316,6,6
stim_treatment,1216,581,0.8960245221639933,5,5
stim_treatment,743,336,0.8799544133648884,6,6
stim_treatment,3072,1209,0.8838698035156968,11,11
stim_treatment,3042,890,0.8467571618365852,10,10
stim_treatment,1797,555,0.8432178348892118,2,2
stim_treatment,997,473,0.892008356809376,5,5
stim_treatment,4202,962,0.8232955036468093,2,2
stim_treatment,472,257,0.9012660426300738,11,11
stim_treatment,1371,664,0.899628429701799,8,8
stim_treatment,758,382,0.8966527675684807,5,5
stim_treatment,1376,474,0.8525338132133622,1,1
stim_treatment,2934,840,0.8433490779155439,2,2
stim_treatment,1359,542,0.8725846766538219,1,1
stim_treatment,1008,417,0.872372394097512,1,1
stim_treatment,465,258,0.9040908119299533,1,1
stim_treatment,1571,539,0.8546427377727851,2,2
stim_treatment,3377,919,0.8398156231200875,2,2
stim_treatment,1224,524,0.8806748014284015,8,8
stim_treatment,949,462,0.8949962097556966,5,5
stim_treatment,515,283,0.9041153107299459,2,2
stim_treatment,1885,651,0.8590270310230669,1,1
stim_treatment,4265,1056,0.8329838458169222,2,2
stim_treatment,3864,1023,0.8390979894865492,10,10
stim_treatment,286,166,0.9038181028793861,2,2
stim_treatment,1634,513,0.8434188545088873,2,2
stim_treatment,2010,683,0.8580843081700003,10,10
stim_treatment,433,246,0.906863676639813,8,8
stim_treatment,312,141,0.8617024453134149,16,16
stim_treatment,948,473,0.8985667996112027,5,5
stim_treatment,4570,1004,0.8201646017883447,15,15
stim_treatment,5329,1378,0.8423793011825841,2,2
stim_treatment,5494,1404,0.841567062034,2,2
stim_treatment,1064,415,0.8649152902487118,1,1
stim_treatment,786,377,0.8897980551163146,5,5
stim_treatment,687,354,0.8984991659293963,2,2
stim_treatment,770,337,0.8756757396891689,1,1
stim_treatment,3159,1133,0.8727494210268354,10,10
stim_treatment,2276,1014,0.8954077194228129,5,5
stim_treatment,804,434,0.9078338312551519,6,6
stim_treatment,1495,509,0.8526058908939076,1,1
stim_treatment,897,495,0.912561668627019,5,5
stim_treatment,1620,530,0.8488123150248013,1,1
stim_treatment,207,131,0.914204838507139,16,16
stim_treatment,617,305,0.8903390489866038,3,3
stim_treatment,1171,386,0.8429328160170085,1,1
stim_treatment,1227,523,0.880103104465454,1,1
stim_treatment,670,374,0.9104046360491362,5,5
stim_treatment,1591,661,0.8808532113688705,1,1
stim_treatment,1281,519,0.8737327213460769,1,1
stim_treatment,1040,504,0.895724452641821,1,1
stim_treatment,1018,433,0.8765654871851815,1,1
stim_treatment,3378,838,0.828429010595496,2,2
stim_treatment,1694,779,0.8955140922343215,6,6
stim_treatment,613,306,0.89175127296147,8,8
stim_treatment,1528,577,0.8671698630893858,1,1
stim_treatment,2932,730,0.8258400491654113,2,2
stim_treatment,153,107,0.9289109432382097,2,2
stim_treatment,2676,886,0.8599403843140947,10,10
stim_treatment,1364,652,0.8977397903928297,5,5
stim_treatment,1382,521,0.8650949738282506,1,1
stim_treatment,2938,784,0.8345654092641973,2,2
stim_treatment,144,103,0.9325760765751596,2,2
stim_treatment,2020,725,0.8653657922757744,2,2
stim_treatment,1550,569,0.8635817610987517,1,1
stim_treatment,1505,665,0.8883679685081234,8,8
stim_treatment,1979,821,0.884086479517269,6,6
stim_treatment,1158,524,0.8875946371099676,1,1
stim_treatment,2557,827,0.8561432056699756,2,2
stim_treatment,1636,547,0.8519514451704692,1,1
stim_treatment,940,426,0.884391700787161,1,1
stim_treatment,1355,551,0.8752250093236932,6,6
stim_treatment,756,324,0.8721646694252241,1,1
stim_treatment,3227,1128,0.8699013906873875,8,8
stim_treatment,955,511,0.9088650455772139,5,5
stim_treatment,5194,1307,0.8387226365277977,2,2
stim_treatment,542,284,0.8973368618370309,1,1
stim_treatment,1958,619,0.8480709305389369,2,2
stim_treatment,313,115,0.825750842952217,11,11
stim_treatment,327,195,0.9107143059581021,5,5
stim_treatment,908,439,0.8933021742973549,5,5
stim_treatment,934,423,0.8841864188967526,5,5
stim_treatment,839,383,0.8835188392821317,5,5
stim_treatment,753,374,0.8943534813865661,1,1
stim_treatment,1465,638,0.8859647939131742,1,1
stim_treatment,747,357,0.8884035476233966,1,1
stim_treatment,958,468,0.8956452487771019,5,5
stim_treatment,1030,499,0.895534788105726,1,1
stim_treatment,1323,513,0.8681933073165934,1,1
stim_treatment,4609,1104,0.8305938152818106,15,15
stim_treatment,540,267,0.8880532875766005,0,0
stim_treatment,1339,507,0.8651096208094896,1,1
stim_treatment,1059,490,0.8893516059748785,8,8
stim_treatment,631,360,0.9129556061002728,5,5
stim_treatment,423,224,0.8948756404651288,0,0
stim_treatment,2447,928,0.8757357693567959,8,8
stim_treatment,1396,585,0.879890837990946,6,6
stim_treatment,2385,831,0.8644296271022793,8,8
stim_treatment,1512,601,0.8739830814280856,1,1
stim_treatment,1528,502,0.8481781064006277,1,1
stim_treatment,1012,471,0.8894709971687711,1,1
stim_treatment,997,473,0.892008356809376,5,5
stim_treatment,1258,498,0.8701636249192719,1,1
stim_treatment,1062,491,0.8892831333382094,5,5
stim_treatment,265,117,0.8534775129467917,2,2
stim_treatment,4577,1288,0.8495689447721113,1,1
stim_treatment,701,355,0.8961634065476735,5,5
stim_treatment,1693,751,0.8906613413301321,6,6
stim_treatment,1639,603,0.8649087026006923,1,1
stim_treatment,2286,741,0.8543474499672449,10,10
stim_treatment,287,146,0.8805764258487792,2,2
stim_treatment,4506,989,0.8197502643106764,2,2
stim_treatment,3998,1258,0.8605818804481393,10,10
stim_treatment,1714,592,0.8572394661287142,1,1
stim_treatment,1663,755,0.8935247530638653,13,13
stim_treatment,2052,679,0.8549873601347381,1,1
stim_treatment,665,363,0.9068609167339862,1,1
stim_treatment,962,567,0.9230377005704623,1,1
stim_treatment,1101,503,0.8881515049412355,8,8
stim_treatment,486,293,0.9181993292420902,6,6
stim_treatment,2880,1170,0.8869146454479158,5,5
stim_treatment,1541,533,0.8553626174683099,1,1
stim_treatment,1134,434,0.8634447906840081,1,1
stim_treatment,664,345,0.8992444899460349,8,8
stim_treatment,2644,892,0.8621097180271567,1,1
stim_treatment,1422,606,0.8825122840412832,1,1
stim_treatment,1001,546,0.9122655495915004,18,18
stim_treatment,1122,390,0.8495313689498062,1,1
stim_treatment,2202,672,0.8458043042540372,2,2
stim_treatment,756,321,0.8707611789920252,1,1
stim_treatment,2500,927,0.8731995640217537,1,1
stim_treatment,1356,543,0.8731076285690398,1,1
stim_treatment,541,258,0.8823438164347788,1,1
stim_treatment,1582,610,0.8706314685073576,1,1
stim_treatment,525,240,0.8750264143468743,8,8
stim_treatment,1116,542,0.8970802266802297,5,5
stim_treatment,1527,599,0.872351519678943,1,1
stim_treatment,1324,609,0.8919657931097728,8,8
stim_treatment,2333,837,0.8678145632154747,8,8
stim_treatment,2863,767,0.8345225493356785,2,2
stim_treatment,2048,780,0.8733936648863282,5,5
stim_treatment,746,414,0.9109774672496911,5,5
stim_treatment,977,390,0.8666073507969402,2,2
stim_treatment,1170,510,0.8824661536498338,1,1
stim_treatment,750,430,0.915969509628081,6,6
stim_treatment,413,250,0.9166612363847233,11,11
stim_treatment,3447,879,0.8322368172956788,15,15
stim_treatment,1333,522,0.8697018311577767,1,1
stim_treatment,1785,616,0.8579000869844323,1,1
stim_treatment,480,277,0.9109511427085019,1,1
stim_treatment,2443,734,0.8458561971224539,2,2
stim_treatment,487,255,0.8954471617475386,1,1
stim_treatment,3931,953,0.8287913139370358,2,2
stim_treatment,5297,1275,0.8339111680999566,15,15
stim_treatment,1292,523,0.8737615925793814,1,1
stim_treatment,961,480,0.8989238655051374,5,5
stim_treatment,1246,458,0.8595864865342281,1,1
stim_treatment,3375,837,0.8283726384577796,2,2
stim_treatment,2268,832,0.8702127379425892,1,1
stim_treatment,1858,626,0.8554711624094492,1,1
stim_treatment,1646,518,0.8438952200010436,2,2
stim_treatment,910,454,0.8979448073123742,5,5
stim_treatment,1268,388,0.834267559210344,2,2
stim_treatment,1149,544,0.8938930811333196,8,8
stim_treatment,920,429,0.8882070666112497,5,5
stim_treatment,510,302,0.9159529695113046,5,5
stim_treatment,1479,649,0.8871523442629762,1,1
stim_treatment,767,440,0.9163397548128263,6,6
stim_treatment,1442,555,0.8687316120689456,1,1
stim_treatment,918,393,0.8756430325634323,5,5
stim_treatment,440,289,0.9309407596536584,6,6
stim_treatment,1322,560,0.8804819720985612,1,1
stim_treatment,942,449,0.8917958796578251,5,5
stim_treatment,2478,762,0.8491069402104718,10,10
stim_treatment,1373,531,0.8685088152949837,1,1
stim_treatment,2041,695,0.8586464072587965,11,11
stim_treatment,1669,776,0.8967884803789775,6,6
stim_treatment,1418,530,0.8643895089657131,1,1
stim_treatment,3004,702,0.8184539122945202,2,2
stim_treatment,1341,661,0.9017636083220383,5,5
stim_treatment,2091,594,0.8353887620313013,2,2
stim_treatment,1404,544,0.869170581634424,8,8
stim_treatment,1396,593,0.8817665270853026,8,8
