orig.ident,nCount_RNA,nFeature_RNA
control,671,368
control,2469,762
control,1860,697
control,899,458
control,245,101
control,717,396
control,1316,559
control,4216,1038
control,6686,1739
control,1169,556
control,1116,428
control,1089,397
control,1223,498
control,3904,1077
control,2184,719
control,1680,552
control,889,419
control,1051,395
control,979,528
control,944,467
control,641,428
control,874,409
control,1529,528
control,1229,449
control,1284,558
control,1691,539
control,1649,470
control,471,270
control,1350,524
control,1229,557
control,2793,830
control,1923,791
control,1417,599
control,2781,881
control,1268,463
control,940,410
control,943,386
control,343,232
control,572,314
control,1030,474
control,998,497
control,3397,1114
control,409,226
control,4053,1196
control,1163,503
control,1565,525
control,1551,582
control,901,393
control,1307,602
control,1387,608
control,1204,432
control,843,405
control,1516,482
control,710,425
control,2127,761
control,1162,456
control,1514,583
control,1308,505
control,1592,765
control,1569,672
control,935,527
control,457,231
control,1004,546
control,4033,1165
control,1367,666
control,2330,764
control,1515,668
control,1443,746
control,1264,525
control,2850,734
control,1575,770
control,1428,517
control,1233,483
control,1968,755
control,991,468
control,2233,616
control,975,405
control,641,268
control,1124,505
control,3082,861
control,618,358
control,1270,542
control,1329,605
control,1197,505
control,2655,710
control,560,323
control,1165,518
control,1442,486
control,4055,1302
control,1096,448
control,873,461
control,2776,828
control,237,129
control,1967,633
control,858,419
control,1299,567
control,1307,507
control,1190,565
control,1878,725
control,1262,502
control,692,378
control,882,365
control,273,203
control,471,290
control,893,405
control,788,435
control,3852,1053
control,1440,605
control,1284,547
control,1547,579
control,2125,750
control,1707,669
control,1060,414
control,1203,448
control,1184,560
control,438,239
control,5995,1501
control,4185,1156
control,1166,465
control,2720,893
control,1186,430
control,2838,851
control,3112,945
control,3709,1145
control,3441,913
control,1710,579
control,1159,499
control,4133,1034
control,887,359
control,2370,665
control,7163,2051
control,482,279
control,2136,754
control,1506,597
control,848,449
control,2022,920
control,1110,465
control,568,299
control,1737,702
control,570,302
control,1947,706
control,902,450
control,2552,783
control,937,404
control,538,321
control,835,451
control,644,342
control,2942,808
control,3239,926
control,1585,610
control,2312,1037
control,1073,419
control,2527,701
control,869,373
control,1464,564
control,1029,413
control,3952,1283
control,493,265
control,1131,493
control,690,392
control,2760,699
control,1375,527
control,1570,532
control,1632,715
control,1469,623
control,3972,1317
control,2942,947
control,4642,1174
control,1050,456
control,2635,874
control,1145,513
control,1382,517
control,4626,1297
control,2409,793
control,508,268
control,900,433
control,3022,901
control,855,340
control,5097,1285
control,1934,762
control,1283,469
control,1644,734
control,214,149
control,705,403
control,1199,472
control,2063,595
control,1159,474
control,1195,514
control,4319,977
control,1591,640
control,3532,1008
control,1383,492
control,4184,1352
control,1276,445
control,1186,481
control,1221,525
control,1973,853
control,610,349
control,256,145
control,802,384
control,1280,573
control,2456,843
control,542,269
control,4505,1056
control,675,448
control,1359,479
control,3852,1208
control,2935,889
control,2104,859
control,2122,846
control,1695,518
control,1532,565
control,2570,938
control,1755,600
control,3052,966
control,2030,615
control,867,537
control,1031,525
control,621,332
control,1278,504
control,777,458
control,2553,829
control,417,234
control,572,305
control,882,419
control,1252,502
control,1321,582
control,1142,530
control,2569,828
control,598,278
control,1133,599
control,3585,1021
control,1258,446
control,2628,868
control,839,388
control,1323,535
control,1327,505
control,1205,556
control,1155,423
control,2434,762
control,1061,451
control,1112,508
control,1093,443
control,708,343
control,734,389
control,2479,764
control,1718,599
control,1524,580
control,917,530
control,4445,1157
control,1307,536
control,935,426
control,3955,1143
control,731,371
control,330,243
control,1287,502
control,1733,568
control,2685,1010
control,3340,875
control,1004,449
control,1979,787
control,1135,475
control,866,405
control,1269,539
control,1061,553
control,2711,870
control,1138,531
control,1823,779
control,1646,535
control,1539,531
control,1787,648
control,1010,432
control,856,473
control,3111,1193
control,2057,584
control,1024,505
control,1360,546
control,850,437
control,1947,607
control,1270,489
control,1289,546
control,897,444
control,842,391
control,2166,710
control,3736,1085
control,1011,430
control,942,425
control,1018,428
control,1112,484
control,1097,444
control,1663,618
control,1066,622
control,531,232
control,922,414
control,1329,516
control,1486,442
control,1546,575
control,959,484
control,1419,515
control,3207,964
control,1153,464
control,1219,550
control,1283,578
control,2723,805
control,3430,1276
control,630,306
control,1024,447
control,1036,416
control,2728,1090
control,2254,775
control,4592,1287
control,923,467
control,2826,947
control,880,405
control,1699,557
control,1612,526
control,3704,871
control,2788,862
control,1618,543
control,827,434
control,2505,742
control,1089,451
control,1503,535
control,1707,617
control,891,476
control,701,391
control,3392,1247
control,883,407
control,455,264
control,1124,585
control,1504,599
control,738,388
control,1046,502
control,1258,456
control,701,350
control,480,270
control,490,212
control,2579,876
control,2429,857
control,1652,614
control,1475,558
control,1769,681
control,1223,485
control,1213,415
control,1204,518
control,587,361
control,1514,482
control,448,264
control,2357,815
control,1821,696
control,4092,1163
control,903,453
control,2455,806
control,2387,1014
control,824,393
control,1377,632
control,1766,594
control,780,423
control,583,337
control,3600,997
control,426,192
control,2513,650
control,3539,953
control,1054,469
control,1089,527
control,1220,609
control,2048,806
control,1160,451
control,1253,561
control,797,386
control,1044,452
control,1304,523
control,718,355
control,1036,505
control,638,249
control,2769,856
control,2466,602
control,1645,577
control,1245,517
control,1773,579
control,1119,542
control,1417,602
control,3733,1059
control,3328,983
control,1595,675
control,3720,1114
control,1377,570
control,1143,536
control,1272,603
control,2313,827
control,1114,484
control,1173,583
control,793,398
control,196,124
control,1599,488
control,3157,892
control,1344,486
control,1175,514
control,3098,885
control,903,530
control,1263,479
control,1194,434
control,1095,471
control,1099,505
control,1091,543
control,2046,846
control,1400,533
control,2990,912
control,2040,780
control,786,370
control,565,375
control,2639,1103
control,1181,460
control,932,595
control,899,529
control,2358,828
control,1081,465
control,1436,453
control,1463,541
control,1402,661
control,1994,655
control,2997,801
control,1165,611
control,1960,705
control,2975,1244
control,1281,551
control,895,415
control,1006,372
control,1898,726
control,985,425
control,836,456
control,2119,717
control,1354,484
control,1886,645
control,2443,709
control,1399,552
control,4003,1031
control,1266,551
control,1227,450
control,1151,407
control,1607,512
control,1242,396
control,885,381
control,594,314
control,1007,562
control,3266,892
control,1660,612
control,1178,543
control,2861,913
control,538,284
control,1737,573
control,1501,492
control,1113,452
control,768,414
control,926,513
control,1556,698
control,813,287
control,1182,454
control,818,439
control,1617,684
control,1407,561
control,782,359
control,4392,1204
control,1064,510
control,2017,607
control,1027,423
control,4943,1366
control,2747,671
control,266,122
control,2033,751
control,1653,535
control,1035,470
control,1023,550
control,1112,454
control,537,314
control,2861,805
control,2316,847
control,1019,455
control,1288,452
control,797,438
control,1527,597
control,918,449
control,2215,742
control,1465,600
control,1140,560
control,1020,512
control,3238,857
control,1148,455
control,2680,980
control,1395,650
control,1714,643
control,1291,496
control,1927,806
control,3535,1049
control,819,389
control,2163,778
control,1165,480
control,262,143
control,1632,649
control,1507,580
control,1405,520
control,1300,482
control,1450,567
control,3130,1097
control,3116,890
control,1208,577
control,3605,914
control,2881,899
control,1431,554
control,3777,1206
control,1133,421
control,644,321
control,2985,959
control,1246,520
control,2859,793
control,1552,476
control,1351,489
control,1065,480
control,1316,462
control,1309,551
control,2508,817
control,969,443
control,1457,700
control,1429,529
control,1296,484
control,1132,449
control,1161,533
control,365,211
control,4383,1192
control,1916,673
control,1168,481
control,2962,882
control,2491,773
control,1279,555
control,472,217
control,2177,574
control,730,346
control,1576,592
control,2798,862
control,805,340
control,1394,582
control,910,369
control,2425,857
control,4616,604
control,734,318
control,1530,673
control,1216,479
control,549,341
control,580,368
control,1509,549
control,620,399
control,588,385
control,1816,641
control,1745,629
control,1364,498
control,2262,847
control,1624,742
control,4254,1092
control,509,357
control,1546,551
control,255,124
control,951,443
control,939,492
control,2052,866
control,1186,519
control,2553,818
control,1259,540
control,216,135
control,2909,969
control,2649,1004
control,1037,407
control,1304,542
control,2001,566
control,1155,457
control,565,292
control,1950,757
control,4199,599
control,805,419
control,932,398
control,1163,500
control,1416,625
control,443,268
control,1479,543
control,2193,590
control,1075,463
control,1245,472
control,335,159
control,615,387
control,725,329
control,1437,472
control,3314,1028
control,683,391
control,1413,571
control,914,502
control,1365,651
control,1671,604
control,2045,590
control,1854,642
control,2130,820
control,522,347
control,1515,459
control,830,378
control,1339,545
control,3300,813
control,2174,698
control,1295,574
control,2735,852
control,1265,498
control,3112,1031
control,1089,420
control,3717,1057
control,1601,550
control,843,463
control,2464,980
control,623,385
control,1072,495
control,1099,393
control,1125,492
control,2776,1032
control,1374,473
control,904,437
control,1087,462
control,661,358
control,1243,546
control,2338,993
control,1129,424
control,3117,857
control,1023,442
control,2686,726
control,1386,505
control,931,387
